20180220 175300;173.93;173.93;173.77;173.83;30700
20180220 175400;173.83;173.89;173.82;173.84;19700
20180220 175500;173.84;173.84;173.68;173.8;78200
20180220 175600;173.8;173.88;173.79;173.85;36600
20180220 175700;173.86;173.88;173.79;173.86;36500
20180220 175800;173.85;173.88;173.84;173.88;23000
20180220 175900;173.88;173.89;173.85;173.88;62300
20180220 180000;173.88;173.88;173.77;173.77;40900
20180220 180100;173.77;173.79;173.73;173.75;35600
20180220 180200;173.75;173.81;173.72;173.76;31700
20180220 180300;173.75;173.76;173.51;173.6;82800
20180220 180400;173.59;173.63;173.54;173.54;36100
20180220 180500;173.54;173.58;173.48;173.49;109500
20180220 180600;173.49;173.53;173.42;173.45;43900
20180220 180700;173.45;173.46;173.33;173.4;39600
20180220 180800;173.4;173.58;173.37;173.55;37000
20180220 180900;173.56;173.59;173.43;173.45;51500
20180220 181000;173.46;173.58;173.42;173.57;47800
20180220 181100;173.57;173.61;173.43;173.58;41400
20180220 181200;173.6;173.62;173.54;173.58;35300
20180220 181300;173.58;173.62;173.49;173.58;28300
20180220 181400;173.57;173.6;173.51;173.58;24800
20180220 181500;173.58;173.62;173.51;173.51;29500
20180220 181600;173.51;173.61;173.43;173.6;36100
20180220 181700;173.59;173.65;173.58;173.63;31600
20180220 181800;173.63;173.64;173.54;173.61;27300
20180220 181900;173.62;173.66;173.62;173.65;25200
20180220 182000;173.65;173.65;173.56;173.56;24400
20180220 182100;173.56;173.61;173.51;173.53;24300
20180220 182200;173.54;173.54;173.43;173.53;24800
20180220 182300;173.53;173.62;173.53;173.61;14500
20180220 182400;173.63;173.68;173.6;173.68;18300
20180220 182500;173.68;173.7;173.64;173.7;27800
20180220 182600;173.69;173.7;173.47;173.48;30800
20180220 182700;173.49;173.56;173.44;173.48;33200
20180220 182800;173.48;173.53;173.43;173.5;24500
20180220 182900;173.5;173.59;173.49;173.58;30000
20180220 183000;173.58;173.59;173.51;173.58;31500
20180220 183100;173.58;173.6;173.48;173.6;46500
20180220 183200;173.58;173.64;173.57;173.6;32000
20180220 183300;173.6;173.61;173.53;173.6;22000
20180220 183400;173.6;173.67;173.57;173.67;31200
20180220 183500;173.67;173.7;173.66;173.68;21900
20180220 183600;173.69;173.8;173.67;173.8;37800
20180220 183700;173.81;173.88;173.8;173.88;45500
20180220 183800;173.87;173.9;173.84;173.87;21900
20180220 183900;173.87;173.91;173.85;173.86;23100
20180220 184000;173.87;173.93;173.81;173.83;21900
20180220 184100;173.84;173.97;173.82;173.93;39400
20180220 184200;173.93;173.96;173.84;173.85;31200
20180220 184300;173.86;173.9;173.8;173.82;42000
20180220 184400;173.82;173.88;173.77;173.79;29700
20180220 184500;173.8;173.82;173.74;173.81;35900
20180220 184600;173.82;173.94;173.82;173.92;38200
20180220 184700;173.91;174.04;173.91;174.04;136700
20180220 184800;174.04;174.13;174.03;174.11;86100
20180220 184900;174.12;174.13;174.07;174.09;34500
20180220 185000;174.09;174.1;174.03;174.08;44300
20180220 185100;174.08;174.15;174.04;174.13;41500
20180220 185200;174.13;174.15;174.05;174.12;50400
20180220 185300;174.12;174.17;174.09;174.13;65300
20180220 185400;174.13;174.15;174.08;174.08;24600
20180220 185500;174.08;174.13;174.04;174.04;28400
20180220 185600;174.05;174.12;174.01;174.04;40200
20180220 185700;174.05;174.05;173.84;173.89;44000
20180220 185800;173.89;174.04;173.89;174.04;25200
20180220 185900;174.04;174.08;173.99;174.01;25300
20180220 190000;174.01;174.12;174;174.12;36400
20180220 190100;174.12;174.15;174.06;174.14;57700
20180220 190200;174.14;174.14;173.97;174.01;36700
20180220 190300;174.01;174.02;173.93;174;25700
20180220 190400;174;174.02;173.89;173.89;53600
20180220 190500;173.89;173.99;173.87;173.97;56800
20180220 190600;173.98;174;173.93;173.95;32200
20180220 190700;173.95;173.98;173.89;173.95;26300
20180220 190800;173.96;173.97;173.77;173.77;43100
20180220 190900;173.77;173.86;173.7;173.74;70400
20180220 191000;173.75;173.84;173.73;173.81;38200
20180220 191100;173.81;173.91;173.64;173.7;49900
20180220 191200;173.7;173.78;173.56;173.58;64500
20180220 191300;173.6;173.6;173.51;173.54;40300
20180220 191400;173.55;173.59;173.5;173.52;34100
20180220 191500;173.54;173.66;173.47;173.51;151300
20180220 191600;173.5;173.57;173.41;173.53;47800
20180220 191700;173.52;173.57;173.46;173.5;52900
20180220 191800;173.5;173.51;173.46;173.5;47800
20180220 191900;173.51;173.51;173.37;173.39;69200
20180220 192000;173.4;173.47;173.33;173.47;46900
20180220 192100;173.47;173.49;173.41;173.46;71100
20180220 192200;173.46;173.51;173.46;173.49;57500
20180220 192300;173.49;173.51;173.4;173.45;56500
20180220 192400;173.46;173.53;173.41;173.51;79000
20180220 192500;173.51;173.51;173.42;173.44;44700
20180220 192600;173.44;173.55;173.44;173.53;48100
20180220 192700;173.54;173.63;173.54;173.61;52600
20180220 192800;173.6;173.6;173.46;173.49;54600
20180220 192900;173.49;173.54;173.41;173.43;40600
20180220 193000;173.43;173.45;173.22;173.24;74600
20180220 193100;173.24;173.36;173.17;173.33;53600
20180220 193200;173.34;173.54;173.34;173.52;47800
20180220 193300;173.52;173.55;173.48;173.54;38100
20180220 193400;173.54;173.54;173.45;173.49;33000
20180220 193500;173.49;173.52;173.38;173.46;35300
20180220 193600;173.46;173.54;173.43;173.43;30000
20180220 193700;173.43;173.47;173.39;173.45;29400
20180220 193800;173.46;173.52;173.44;173.49;44600
20180220 193900;173.49;173.49;173.38;173.44;39300
20180220 194000;173.44;173.51;173.44;173.48;32600
20180220 194100;173.48;173.51;173.44;173.44;34100
20180220 194200;173.45;173.46;173.38;173.38;48300
20180220 194300;173.39;173.46;173.34;173.45;28100
20180220 194400;173.45;173.48;173.39;173.44;35800
20180220 194500;173.45;173.52;173.42;173.46;37000
20180220 194600;173.46;173.54;173.45;173.51;47400
20180220 194700;173.51;173.51;173.33;173.37;67300
20180220 194800;173.37;173.41;173.24;173.34;48900
20180220 194900;173.34;173.36;173.2;173.26;30600
20180220 195000;173.24;173.28;173.2;173.26;30800
20180220 195100;173.26;173.29;173.21;173.25;38500
20180220 195200;173.24;173.26;173.08;173.09;77000
20180220 195300;173.1;173.14;172.96;173.04;106200
20180220 195400;173.03;173.05;172.83;172.83;71000
20180220 195500;172.82;172.9;172.76;172.8;78500
20180220 195600;172.81;172.86;171.47;172.46;294400
20180220 195700;172.49;172.74;172.44;172.67;111400
20180220 195800;172.63;172.82;172.6;172.72;107300
20180220 195900;172.72;172.84;172.69;172.79;58200
20180220 200000;172.8;172.8;172.56;172.59;47800
20180220 200100;172.61;172.74;172.58;172.67;32500
20180220 200200;172.67;172.78;172.67;172.68;43500
20180220 200300;172.69;172.73;172.55;172.57;70200
20180220 200400;172.56;172.64;172.48;172.64;82900
20180220 200500;172.65;172.68;172.36;172.36;62200
20180220 200600;172.36;172.5;172.27;172.35;93000
20180220 200700;172.37;172.49;172.35;172.39;54100
20180220 200800;172.38;172.39;172.01;172.11;117700
20180220 200900;172.12;172.17;171.74;171.94;187100
20180220 201000;171.94;171.98;171.82;171.82;119700
20180220 201100;171.83;171.83;171.62;171.74;154200
20180220 201200;171.74;171.94;171.71;171.84;101300
